token,frequency
"sim,",1
Göndərirlər,1
"bim,",1
"qalasan,",1
sahibictihad,1
cənab,1
"tüllabə,",1
əzəlki,1
mis,1
qabə.,1
düzdi-nabəkarı,1
"əsəs,",1
sütuna,1
möhkəmü,1
"pərişanhal,",1
Sübhədək,1
Fəqrdən,1
"xəmuş,",1
şükri-neməti-həq.,1
binəvasan,1
mübtəlasan,1
Möhtəsib,1
çəkməyib,1
sütunə,1
Salmayıb,1
haləti-zəbunə,1
Tapmasan,1
"saf,",1
qane-,1
mane.,1
"birincin,",1
yağın,1
Şükrlər,1
xudayi-mənnanə-,1
ehsanə.,1
"fələkmiqdar,",1
mərdi-bağbanə,1
Rəm,1
bağbandan,1
şahi-cahan.,1
qəzəblə,1
"fərraşın,",1
"tiği,",1
başın!,1
Ağlayıb,1
fəqir:,1
təqsir?,1
Buyurub:,1
Çünkü,1
yıxıldım,1
üzvü,1
"şumsən,",1
"utan,",1
Qətlimə,1
Görməsəydim,1
"didarı,",1
giriftarı.,1
ənam.,1
Deyib,1
kəlamə,1
Gənci-göftari-nəqzə,1
məhrəmsən.,1
"kilidi-gənci-süxən,",1
"gənc,",1
əjdərsən.,1
"zəhrü,",1
"şəkkərsən,",1
"marhəm,",1
neştərsən.,1
əhaliyi,1
"Qafqaz,",1
rəisani-sahibül-ezaz!,1
"güruhi-xeyr-əsər,",1
Millətin,1
qeyrətin,1
kəslər!,1
…Dadü,1
"güruhi-izam,",1
milləti-islam.,1
"təəccübdür,",1
"yatsa,",1
Axtarır,1
"təbibi-danadil,",1
səhhət,1
naxoşdu,1
"milləti-islam,",1
Dərdimizdir,1
dərdi-nadanlıq,1
Qeyrilər,1
"tərəqqiyi-tam,",1
zillətdə,1
firqeyi-islam.,1
beş-on,1
"kəsəbə,",1
seyyidü,1
"axund,",1
tələbə.,1
"mərsiyəxan,",1
yalan.,1
"suxtə,",1
hoqqabazi-naqabil.,1
"soymaqdır,",1
qoymaqdır.,1
qurublar,1
anlamır,1
qövmi-avam.,1
qeyrilər,1
"töhmət,",1
millət.,1
qanan,1
"tək-tək,",1
Əksəri-xalq,1
avamdır,1
…Bilmirik,1
"mənasın,",1
Qanmırıq,1
əhli-şər,1
fitvasın.,1
olmuşuq,1
"şəriətdən,",1
Başımız,1
elmi-hikmətdən.,1
"Həzrəti-Rəsulüllah,",1
"""Əlkasibü",1
"həbibüllah"".",1
…Ziynəti-şəxs,1
"elmi-ürfandır,",1
misli-heyvandır.,1
…Çünki,1
"nadanlıq,",1
şəhri-Reydə,1
satardı,1
qarı.,1
Ümmi-təlbisü,1
"madəri-təvzir,",1
Hiyləsindən,1
aləmi-pir.,1
Baği-izzətdə,1
Qonşudan,1
rəsidəcavan.,1
Sirqətə,1
"həris,",1
təhris.,1
"oğru,",1
oğru.,1
"Rahzən,",1
"düzd,",1
şəbrəvü,1
"əyyar,",1
Əhli-divan,1
darə!,1
yalvardı,1
İzn,1
"Ölürəm,",1
bilsin.,1
Anasın,1
"ağuşa,",1
"madəri-həmidəxisal,",1
Dilüvü,1
ağzıma,1
Ölürəm,1
"iştiyağından,",1
dil-dodağından.,1
üzdü,1
qarı,1
fəryad-,1
"haramzadə,",1
fəsad?,1
"surəti-hali,",1
"olmazdım,",1
yetməzdi,1
bəla.,1
anamdır,1
"bais,",1
qəmu,1
zillətə,1
ləini,1
qəti-lisan.,1
xeyrə,1
cəvanə,1
Ədli-şəh,1
qarınqulu,1
"abid,",1
"Əhli-təqva,",1
müqəddəsü,1
zahid.,1
"batman,",1
Əsl,1
məbuduna,1
"ani,",1
-Nim,1
"yesəydi,",1
yatsa,1
mərdi-əkməl,1
Qarnuvu,1
təamdan,1
hikmətə,1
təami,1
"kəm-kəm,",1
İbni,1
ibn-şikəm.,1
surəti-divar,1
qari,1
şam.,1
səra,1
"nan,",1
tapılmazdı,1
Dolandıra,1
muş,1
Tökməyə,1
qəzadən,1
löğməni,1
Yalvarıb,1
"çağsız,",1
"quyruqsuz,",1
"yağsız,",1
Dişlərivüzdür,1
"dürri-səmin,",1
yeyirsiz,1
icli-səmin?,1
tapmayıram,1
görməyirəm,1
"bədniyyət,",1
Mətbəxi-xanda,1
yeyirik,1
ət.,1
gedək,1
"ziyafətə,",1
plov,1
Qarət,1
"qovurmaları,",1
firnivü,1
dolmaları.,1
"ləpəsi,",1
fisincanı,1
neməti-əlvanı,1
"Vəqtüvə,",1
ömrdə,1
açılmağına,1
sarıya,1
dudi-ah.,1
pişikdə,1
vəchini,1
pişik:,1
Kökdü,1
lağər,1
Rəngləri,1
rişteyi-mistər,1
Sərçə,1
damda,1
çəkirdim,1
Yağ,1
"göbək,",1
bəsti,1
tükləri,1
çeşmləri,1
sövlətdə,1
"nərrəşir,",1
Bığlarının,1
nəfir.,1
Pəncələri,1
zurdə,1
əjdəri-qəzban,1
"Filbədən,",1
"bəbrliqa,",1
şircəng.,1
cinsinizəm,1
düşməyir,1
şikar.,1
xanəsidir,1
"mənzilim,",1
Olmayır,1
xanədə,1
həl,1
müşkülüm.,1
Xaneyi-qaridə,1
tapılmır,1
Gəlməyir,1
nəva?,1
gedirik,1
Eyləyirik,1
xanə-ara,1
kərrü,1
fər.,1
Aşü,1
oluruq,1
"kamyab,",1
Yağlı,1
fətirlər,1
"yeyirik,",1
bəxtəvər.,1
olarla,1
çata,1
"ləzzətə,",1
təmi-fisincan,1
Mahi,1
bərreyi-büryan,1
nədir.,1
pişikdən,1
"nüktəyab,",1
munisi-canım,1
Cismim-ara,1
ruhi-rəvanım,1
təməkar,1
Möhnəti,1
üzmayə,1
Künci,1
qənaətdədi,1
"gənci-rəvan,",1
Olgilən,1
gəncüvə,1
Rəsmdi,1
Dürr,1
səlamətdi,1
kaşanədə.,1
Qane,1
Tame,1
Eyləmə,1
çıxtı,1
Xani-fələkdə,1
görünüb,1
Mətbəxi-sübhün,1
"fəraz,",1
təbbaxi-qəza,1
təbx,1
Yatmamış,1
dili-əfkarının.,1
"pişiklər,",1
qulağinə,1
Sıçrayıban,1
Şəst,1
xaneyi-viranədən.,1
tiri-şəhab.,1
deşikdən,1
fövci-,1
içəri,1
Mırr,1
mırro,1
salıban,1
Çəngələrin,1
"yağə,",1
"pənirə,",1
Karını,1
xələli-ma,1
məza.,1
"mətbəxnəvaz,",1
tir-saz.,1
Mətbəxə,1
Eyləyələr,1
tir,1
Keşikçilər,1
kəmanə,1
Pişiklərin,1
Tullana,1
bimarının.,1
Küncə,1
"sıxıldı,",1
atandan,1
Tışraya,1
çıxsam,1
"viranədən,",1
Bəsdi,1
məhzəri-pirəzən.,1
gözləra,1
"yanmı,",1
Yanm,1
elbət,1
ixtiyanmı.,1
yanmı,1
"ğozlərə,",1
vanmı.,1
"bağdə,",1
Çeşmi-xümarü,1
sərv-qədi-gülüzänmı.,1
Mərdümlük,1
menə,1
çeşmi-yardan,1
Kəsdim,1
etibanmı.,1
Biman,1
badami,1
gözlərin.,1
Ənnab,1
elesin,1
fikri-kanmı.,1
çərxi-kecmədar,1
Damani-yarimə,1
qübanmı.,1
səhri-bağdə,1
Xünəm,1
şüküfte,1
güli-növbahanmı?,1
göl,1
üzürdü,1
yekə,1
"qaz,",1
uzatdı,1
boğaz.,1
xoşam.,1
Üçaram,1
"üzərəm,",1
gəzərəm.,1
şahənşahi.,1
nəqlin,1
agahi.,1
Axmaqlığında,1
Qamətindir,1
gödək.,1
üçmağın,1
"varmı,",1
qaçmağın,1
üzərmisən,1
"sudə,",1
göftguyi-bihudə?,1
Qaz,1
göldə,1
durnadən.,1
Zifən,1
zifünunədir,1
sənəti,1
"xalis,",1
Çoxuna,1
naqis.,1
Abidi,1
xani-lütfünə,1
"yeyərəm,",1
göstərərəm.,1
zəfimi,1
şəhi-dövran,1
Deyəcək,1
"kəsrəti-ibadətdən,",1
taətdən.,1
Etiqadi,1
izdiyad,1
şahın.,1
Dərzəman,1
abidi,1
Rəsmi-mərufdir,1
əhli-riya,1
rüsva.,1
"Qasımım,",1
zülfi-xəmin,1
hüveyda,1
şəbi-yelda,1
süpehri-şərəf,1
Zülməti-hicrivə,1
qoydun,1
çeşmeyi-heyvanım,1
Ləbi-ləlində,1
nitqi-Məsiha,1
günlərə,1
"gedibən,",1
yalvaracaq,1
duvağın,1
Bülbülün,1
solsa,1
başəna,1
"həbli-mətinimdi,",1
"ayeyi-nur,",1
"məsturi-cəbinimdi,",1
kitabi,1
Şəşəati-ruxi-pakin,1
Kərbəla,1
Tura,1
"Oxşayırsan,",1
"tiği-hilalın,",1
ləşkərə,1
Əkbərin,1
"novgüli-gülzari-Həsən,",1
Əkbərinin,1
Çeşminə,1
Cəddimə,1
Zəkəriyya,1
"xəbərim,",1
Teşt,1
kəsilən,1
xəbərin.,1
"ayatıt,",1
"""Kafiha""da",1
məxfi,1
"""Kafi'dir",1
"Kərbübəla,""ha""yı",1
"həlaki-şühəda,",1
"""Ya""",1
eşqdi,1
"təşnələbi-Kərbübəla,",1
"""Sat""i",1
görünür?,1
riştəyə,1
"dürri-Ədən,",1
məhşərdə,1
Həsən.,1
Mərhəbalar,1
"şairi-ecazsüxən,",1
feyzi-nəzəri-həzrəti-mövla,1
asarı,1
amri,1
Vəchindən,1
almasa,1
"nurin,",1
xürşid,1
verməzdi,1
ziya.,1
Şəhri-Qarabağə,1
Şişə,1
qoymuşlar,1
pərilərdən,1
Təsxiri-pəri,1
"Əmma,",1
pərirulər,1
fəryad!,1
gənci-nihanım,1
"simbədən,",1
qönçədəhanım,1
bili,1
tari-səri-zülfündə,1
üzülüb,1
Ərdəbilin,1
"yoncası,",1
"səbzəsi,",1
"çəkərəm,",1
Bali-Səbəlan,1
gomuş,1
qaymağı.,1
Xaki-Nəcəfi-Əşrəfə,1
"xudayə,",1
Sərsəbz,1
"məzrəeyi-amalım,",1
Xirmən-xirmən,1
Tiflisdə,1
"siməndam,",1
Mehmanım,1
həram?,1
"Nizami,",1
nizami,1
ehtişamı,1
Olmuşmu,1
"Beyti,",1
dağılan?,1
əhli-bəyan-,1
müəssirdir,1
ülfəti-insan.,1
yoldaşı,1
əhməqdir.,1
səyaqi-göftarı.,1
"ari,",1
risimandır,1
"rəvayətdir,",1
hekayətdir:,1
"əmiri-sahibzər,",1
Muzd,1
saxlamışdı,1
çakər.,1
"zəbun,",1
Fəhmdən,1
huşdən,1
məğbun.,1
gümrahə-,1
"dərgəha,",1
Degilən,1
düşdünmü,1
oldunmu,1
"bunu,",1
gəlməsə,1
mövla?,1
bikəmal,1
bəççeyi-muş,1
olmamışdı,1
"sahibhuş,",1
"ziyayi-dünyanı,",1
"səfayi-dünyanı,",1
"anasından,",1
dışarı,1
yuvasından.,1
kühu,1
"səhranı,",1
tamaşanı.,1
xürdsalə,1
xürus,1
Pişiyi,1
gözünə.,1
xürusdən,1
Qaçıban,1
"yuvasına,",1
Macəranı,1
"anasına,",1
rahəti-rəvanım,1
təni-zarıma,1
səyahətə,1
"heyvanə,",1
məni-pərişanə.,1
xoşnüma,1
məhbubi-dilrüba,1
Bığlarında,1
həcaməti,1
nəcabəti,1
ülfətinə,1
"rəğbət,",1
Ku-kələk,1
"pürmu,",1
quqqulu-qu.,1
qanadlarını,1
döyürdü,1
Xişm,1
dönürdü,1
şiri-nərə.,1
"şöleyi-atəş,",1
ğəşş.,1
bədbəxtdən,1
xəsmdən,1
məni-qafil,1
yuvamıza,1
daxil.,1
vüsal.,1
"novrəsideyi-madər,",1
Rahətü,1
"nuri-dideyi-madər,",1
Vəhşətin,1
biməqamü,1
"bicadır,",1
xürusi,1
rəğbət-əfzadır,1
rahəti-rəvanı,1
bizə.,1
"bannar,",1
Annıyanlar,1
işarəsin,1
"annar,",1
Düşməni-muşdir,1
mühili-zaman.,1
"bala,",1
mühil,1
"sərvi-bustani-pədər,",1
"Güli-xoşətri-gülsitani-pədər,",1
xoşnümadı,1
bəladı,1
"gözüvə,",1
özüvə.,1
“Dastani-bəççeyi-muş”.,1
Oxusan,1
qulami-əcəm,1
Gəştiyə,1
süvar,1
"Titrətdi,",1
ənin.,1
soltanın,1
"dərhəm,",1
Xatiri-padşahə,1
sərvəri-fələk,1
"təzim,",1
Versən,1
"izin,",1
"sitarə-cüyuş,",1
xamuş.,1
"eyin-minnətdir,",1
"Qayəti-lütfdür,",1
kəramətdir.,1
"həkimi-pürmayə,",1
qutə,1
sudə,1
"qulam,",1
sukkani-kəştini,1
"mələkmənzər,",1
padşahi-gərdunfər,1
"güzüni-əhli-ədəb,",1
aramına,1
görməmişdi,1
Eyləyirdi,1
"möhnətini,",1
Kəştinin,1
qiymətini.,1
Afiyət,1
əşkfəşan.,1
"qaziyi-bülənd-cənab,",1
Əzqəza,1
oxurdu,1
qazı,1
yazıbdılar,1
hikmət-,1
sifət:,1
"pişi,",1
kişi.,1
vay,1
isi,1
Tapılır,1
xiclət!,1
pərt,1
şagirdin,1
şagird:,1
"imami-mübin,",1
fikirdən,1
qəmgin.,1
Lilləhüd-həmd,1
kəmalın,1
şərü,1
fiqh,1
"məsələsi,",1
əhli-qiyafənin,1
"yazıblar,",1
"əhvalat,",1
Etibarı,1
"Dəfeyi-sani,",1
rəfi-cənab,1
sərgüzəştə,1
"xeyr,",1
vəsfimi,1
təsəlliyi-xati.,1
əhməqliyin,1
əlaməti,1
çarəsin,1
tapam,1
əmmaəni,1
"qoyaram,",1
"böyük,",1
Kəsərəm,1
nisfini,1
qüssəsi,1
əhvalın.,1
Olmasam,1
"uzunsaqqal,",1
deməzlər,1
əhli-kəmal.,1
vəcəb,1
kişin,1
"murtaz,",1
Axtarıb,1
miqraz.,1
rişin,1
"çirağa,",1
rühi-alı,1
Alov,1
çıxarda,1
gözün.,1
"tuluqlandı,",1
axmaq,1
qandı.,1
Yuxuda,1
şahi-Səncani-,1
dəndani.,1
"padişahi-ərşcəlal,",1
dəndandır,1
"övlad,",1
kitabdə,1
ustad:,1
Öləcəkdir,1
Çıxacaq,1
fəryadın.,1
şəh:,1
"Böylədir,",1
"böhtan,",1
Qətlinə,1
"padşahi-danişvər,",1
müəbbiri-digər.,1
"padşahi-nikufal,",1
ömri-təvil.,1
"şahi-cavan,",1
xələti-əlvan.,1
şəhi-zəminü,1
Sadir,1
müəbbir,1
"böylədir,",1
mərdi-dilir,1
Yuxumu,1
təbir.,1
Sonrakı,1
desin-,1
inciməsin.,1
"bilmişdim,",1
"bivəfasənmiş,",1
"Bağışla,",1
biganələrlə,1
aşinasənmiş.,1
ayineyi-məqsud,1
rubəru,1
"əksi-surət,",1
annadım,1
kəcnümasənmiş.,1
"sultanlıq,",1
"nuri-eynim,sən",1
gədasənmiş.,1
söylərdim,1
"rəhməti-həqsən,",1
"Vəli,",1
"mahru,",1
bəlasənmiş.,1
"oldunsa,",1
Şikayət,1
qərasənmiş.,1
ruhi-rəvan,1
Təni-zanımda,1
Ölməyib,1
Səxt-can,1
olduğuma,1
gümanım,1
qəmimdən,1
agəh,1
zülfü-siyahı,1
dəhnin,1
yadı,1
suzi-nihanım,1
Seyyidi-sərgeştə,1
"Dolanırdım,",1
səri-kuydə,1
məkanım,1
Olmanam,1
siminbərə,1
iymanımı,1
olmanam,1
kafərə,1
mahi-fələk,1
"üzari-yarə,",1
Baxmanam,1
ləli-ləbi-dilbərə,1
Tökmənəm,1
sağərə,1
zülfüvün,1
ziyanın,1
"deyərəm,",1
ənbərə,1
sərvqədin,1
Gəzmənəm,1
küçələri,1
heyvərə,1
Etmənəm,1
zülfuvün,1
"ovsafını,",1
"deməsin,",1
Seyyidi-qəmpərvərə,1
əkinci,1
gedirdi,1
"məstanə,",1
Xanı,1
"endirdi,",1
dindirdi.,1
kənarda,1
çıxırsan,1
Zövqdən,1
Evinə,1
Övrəti,1
vəcdi-ziyad.,1
"hilali-mübin,",1
Xirmənin,1
xuşəçin,1
"Pərvin,",1
Məzrəi-imtizacə,1
"danəfəşan,",1
şəhli,1
behcətü,1
sürurə,1
mətləb?,1
xani-kübar,1
Yoldan,1
Dayanıb,1
dindirdi,1
xani-sahibxuş.,1
"büləndəxtər,",1
"dindirə,",1
bavər?,1
Atılıb-düşdü,1
Həvəsi,1
baxırsan,1
"peydadır,",1
"səadətdü,",1
feyzi-üzmadır.,1
Nəsl-binnəsl,1
yadigar,1
Aclıq,1
xoruzi-rənginmu,1
“quqqulu-qu”.,1
Sordu,1
çaqqal:,1
"xoruz,",1
Vəqti-nəmazdır,1
əzkar.,1
minar,1
azan,1
"xoruzi-xoşavaz,",1
Düş,1
"əşağə,",1
qılaq,1
namaz.,1
imamız,1
Vacibül-ehtiramımız,1
"imamın,",1
zirək?,1
Kənd,1
"zorba,",1
qıllı,1
köpək.,1
bulağə,1
Dəstəmazım,1
Köpək,1
eşitcəyin,1
"durmadı,",1
filhal.,1
"əzmi-şikar,",1
kənarın,1
heyrətə,1
təmaşadən.,1
müəmmayə,1
barmaqlar,1
münfək.,1
Kimsənə,1
"əsrarı,",1
şah-mat,1
elcarı.,1
"Bəhlul,",1
məhlul.,1
Bəhlul,1
atə,1
"süvar,",1
Səyrədə-səyrədə,1
rəhvar.,1
barmağını,1
müəmmayə.,1
məna?,1
oldu?,1
"mənası,",1
iyamsı.,1
Bəhlul:,1
"işlər,",1
"asandır,",1
Cəmlikdən,1
ədü,1
pərişandır.,1
barmağımı,1
müşkül.,1
batdı,1
inşayə!,1
"kı,",1
həmzəban,1
Bəzmim,1
cəmali-yar,1
rəşki-cinan,1
hökmüm,1
cəvan,1
Cani-həzinə,1
arami-can,1
Xurşidgun,1
şərablə,1
dolmuşdu,1
"camımız,",1
"şamımız,",1
Dövri-fələkdə,1
"məramımız,",1
Xaki-dərindən,1
"məqamımız,",1
Bülbüllərə,1
sahəti-qüds,1
"mübtəlalərin,",1
Dildən-dilə,1
eşitmiş,1
"macəralərin,",1
"bəlalərin,",1
möhnəti-hicran,1
"cəfalardan,",1
Xəlvətsərayi-vəsldə,1
mahdən,1
açılırdı,1
"ziyadə,",1
cəfasını,1
açıldığını,1
Bəzmi-visalda,1
möhtərəm,1
dili-bədxah,1
"bahardə,",1
"daməni-çəməndə,",1
"laləzardə,",1
"zardə,",1
"kuyi-yardə,",1
Ezaz,1
Adəmi-cənnətməkan,1
zamam,1
əhli-elmə,1
olän,1
efeeldi,1
taətdən?,1
Sene,1
"efzəldir,",1
"işdən,",1
xab.,1
"vaxtda,",1
"fələkkirdar,",1
Gönnəyə,1
Padşahlarda,1
edl,1
"əhsəndir,",1
Fitnənin,1
yatmağı,1
mühəssendir.,1
Dəyənək,1
"əldə,",1
"baqqal,",1
təbaqə,1
"malamal,",1
Səslənir,1
“ay,1
yəxəsər!”,1
gəlam,1
çobana,1
Buzu,1
ehtiramdə,1
dəyənək.,1
qanmaz!,1
tanımaz.,1
Qışda,1
qoyun-quzum,1
“yəxəsər”.,1
əsri,1
"Mülki-yunanda,",1
vacibüt-təkrim.,1
mübahisəsi-,1
hadisəsi?,1
hüccət,1
"ünvan,",1
bürhan.,1
ilzamə,1
qalib.,1
zəhrini,1
"içə,",1
tövdayə,1
məğbun?,1
Zəhr,1
məhabət,1
zəhri,1
müqtəzası1,1
"səmmi-nafizdən,",1
şirdil,1
səhihbədən.,1
Dari,1
Vəhşətindən,1
zəmanədən,1
xərabədə,1
rəşki-afitabi-münir.,1
"Maili-taəti-xudayi-əlim,",1
təzim.,1
rahi-mərifətdən,1
təzim?,1
İsgəndəri-fələktəkrim.,1
Asiman-qədr,1
"şahi-dövranəm,",1
Lütfə,1
səxavətə,1
kanəm.,1
iqlim-girü,1
"bac-sitan,",1
Hökmümə,1
"şah-vacibüt-təkrim,",1
təzim,1
ehtiyacı,1
rəvacı,1
Qaneəm,1
"künci-viranə,",1
Sözlərindir,1
əfsanə.,1
Hirs,1
qulama,1
təfaxürdür,1
elam?,1
fələkçakər.,1
məni-həzinə,1
azdan,1
Gənci-mülki-qənaətə,1
"Skəndəri-sani,",1
Olacaqsan,1
şükuhü,1
cəlalı,1
dünyanın.,1
Seyrə,1
novcəvanə,1
"Sərbürəhnə,",1
cünunü,1
Mənzili,1
fəzayi-viranə.,1
müstəndi-cəvab.,1
"padşahi-dövranəm,",1
"Rübi-məskunə,",1
sultanəm.,1
Zati-pakımda,1
nəcabət,1
divanə:,1
"şəhi-məğrur,",1
məkəsləri,1
"buyur,",1
qadirəm,1
anə.,1
kutah.,1
"məkəsə,",1
"acizsən,",1
Özüvə,1
fəxri,1
çaiz,1
sərvəri-mərdan,1
xütbədə,1
acizdü,1
"bəni-adəm,",1
məkəsdən,1
Məkəsə,1
"qəyyum,",1
xortumuna,1
xortum.,1
pişiyə,1
"bihəya,",1
Evdə,1
geçə-gündüz,1
Kürsülər,1
tutursan,1
bozbaş,1
aş,1
eyəyib,1
olmusan?,1
ağayə,1
"xidmətin,",1
hörmətin?,1
Eyləyirəm,1
malə,1
geçə,1
yatıram,1
Getməyirəm,1
möhnəti-pünhan,1
döysə,1
"qaçmaram,",1
yetənə,1
açmaram.,1
Muşqura,1
bularam,1
"quyruğu,",1
ağanın,1
buyruğu.,1
"bədəməl,",1
fəfadə,1
zərbül-məsəl.,1
bilim,1
surəti-əhvalını.,1
xitabü,1
"həqdü,",1
Sözlərüvün,1
kəzaf.,1
"Surəti-əhvalını,",1
Halüvə,1
murdarsən.,1
"bülhəvəs,",1
İstəməsən,1
gəlibən,1
eyləyirsən,1
Damənini,1
xanım,1
sailə,1
nan.,1
Qeyzlə,1
Maneyi,1
–xeyr,1
əhli-tələb,1
canını.,1
Mane,1
"bədzatdır,",1
Ayə,1
bicliyi,1
isbatdır.,1
mötəl,1
"buyurub,",1
"zənim,",1
Şahidi-göftar,1
“ütüllün,1
zənim”.,1
Dəmi-nəzi-rəvanda,1
sərvər-,1
anama,1
"göftari,",1
cari.,1
çəkibdi,1
Yeməsin,1
təamdən,1
qəta.,1
vəsiyyətini,1
bəyan-,1
əkl,1
Çəkməyibdir,1
Mütənəbbih,1
"kəlamından,",1
təamından.,1
Çıxmadı,1
Madəri-əşkbari-İsgəndər,1
"zari-İsgəndər,",1
mərgə,1
Könlüvü,1
Gərdişi-çərxi-kəcmədar,1
dərdi-ruzgar,1
"Hüseynin,",1
möhnətimə,1
çeşmini,1
Kərbübəla,1
dəştinə,1
"Nuh,",1
əhvala,1
növhə,1
Məcruh,1
hülqi-Əli,1
Əsğəri,1
toyunu,1
"leşkəri-üdvan,",1
pozuldu,1
Doğrandı,1
"Övni-Əli,",1
Qəltan,1
"Abbasi-dilavər,",1
boyanıb,1
Əkbərü,1
"Əsğər,",1
Məqbul,1
qurbanı,1
tutulub,1
navəki-peykan,1
Qalsam,1
pekəri-üryan,1
təni-üryanı,1
rahi-məhəbbətdə,1
verəm,1
Ətşam,1
eləyə,1
"Şimri-sitəmkər,",1
teşnə,1
"Şimr,",1
"Rəb,",1
əzani,1
"diyarə,",1
"Məşhərdə,",1
"Seyyidi-zarə,",1
əzaxanı,1
"müəllimi-dana,",1
xoşədavü,1
nüktəsəra.,1
Oxudurdu,1
"ətfal,",1
Məktəbi,1
malamal.,1
Dərsi-ətfalə,1
eylərdi.,1
Dərsü,1
təlimü,1
bəhsü,1
məşqü,1
səbəq.,1
Tifl,1
napəsənddir,1
əlhəq.,1
Təbi-ətfal,1
maildir,1
qeyri-kamildir.,1
bəhsdən,1
"diltəng,",1
ustadə,1
hiyləvü,1
rəng.,1
Məktəbə,1
rühsari-ustadə,1
"ustadi-dövranım,",1
qaralıb?,1
saralıb?,1
"şişib,",1
"qovuq,",1
soyuq?”,1
Qüvveyi-vahimə,1
soldu.,1
əvvəli,1
vahimədən.,1
"həqqi,",1
ətfal,1
"Görünür,",1
"əlaməti-təb,",1
qusmağa,1
"qalxır,",1
Dəmbədəmdən,1
qulaqlarım,1
salxır.,1
rəxtxabə,1
"girim,",1
"ölməmiş,",1
yetirim…,1
Rəxtxabi,1
"döşətdi,",1
zəif.,1
şagirdlər,1
qoyurdu,1
"firqeyi-rubah,",1
Ustadə,1
çəkərdilər,1
ah.,1
"ağlardı,",1
nəşini,1
qucağlardı.,1
Mollanı,1
"vəhşət,",1
Dari-dünyadən,1
eyləd,1
Qəsidə,1
aşiqi-sitəmzədə,1
pakbaz,1
güdaz,1
həqiqi,1
"vəsli-yarını,",1
Bəzmi-vüsal,1
qisməti-əhli-məcaz,1
Əhli-hünər,1
oiur,1
"niyazmənd,",1
bihünərdü,1
Şahi,1
gədayə,1
cdər,1
"sahib-irtica,",1
Məhmud,1
bəsteyi-zülfi-Əyaz,1
Ədnayədir,1
nəvazişi,1
"çərxi-əxzərin,",1
sipehri-dun,1
odnanavaz,1
olur?!,1
"""Fəali-mayüridi""*",1
"xaki-zillətə,",1
"""Məfüli",1
"ərad""†",1
mərdi-xubtinət,1
binəraaz,1
olıır.,1
Abai-səbədir,1
"ümməhat,",1
Meydani-qəmdə,1
taz,1
piyazi,1
əsəl,1
"kami-ğeyrdə,",1
Həlva,1
piyaz,1
Gahi-simaki-rameh,1
Gahi-simaki-əzəl,1
çarəsaz,1
Sibtilərin,1
müxalifı,1
Qibli,1
vəlı,1
Oövmi-Qüreyş,1
xəsmi-rəsuli-Hiçaz,1
sobatım,1
"çərxi-nərdbaz,",1
Məşhıırdir,1
mərdi-ınüqəmmordə,1
Seyri-sipehrdən,1
"horasım,",1
əgor,1
Fəryadrəs,1
zəmanodə,1
şahibazi-əsr,1
ədlindən,1
şəhin,1
Güncüşk,1
aşiyani,1
həmon,1
çeşmi-baz,1
şahibazi-övci-ədalət,1
dərgohi,1
əhli-fəqrə,1
şəbü,1
ruz,1
sərfərazi-mülki-səxa,1
cənabına,1
dəxil,1
dəxildir,1
"senə,",1
"mənbəyi-əta,",1
Xövf,1
Cismi-cahannümadü,1
zəmirin,1
"zəmanədə,",1
"golır,",1
nəvaz,1
"tacidar,",1
haləti-pürixtilahını,1
yekbəyek,1
qissə,1
diraz,1
"""Xeyrül-kəlam",1
qəllə,1
"dəllə""*",1
tul,1
süxən,1
bicəvaz,1
ğürbeyi-məsoli-şahbaz,1
xuşəçini-xirməni-ehsanınam,1
"Şahbazıma,",1
Adətdü,1
nazpərvər,1
əhli-naz,1
Niqtə,1
bülbüli-təbim,1
təkəllüm,1
sahəti-Şirvan,1
ayinü,1
rəvişdə,1
biqeyrətü,1
bihümmət,1
xəlqi-cahan.,1
cifə,1
iymani.,1
içirlər,1
qoyuban,1
ikisı,1
qəzəbi-rəbbani.,1
Bunların,1
başçısı,1
çopur,1
Nəsli-insanda,1
şeytani.,1
"mərdudi-əzazilsurət,",1
aləm-ara,1
Mərvani.,1
"təməi,",1
molladan,1
"həqqa,",1
uduş,1
həlvani.,1
"Sadiq,",1
"kazibdir,",1
Bilir,1
anası,1
hardandı,1
munun,1
Kəblə,1
"xudkeş,",1
Hac,1
oğlunda,1
təlimini,1
Sadiqdən,1
otağında,1
pünhani.,1
Əhməddi,1
"sahibi-riş,",1
"eşşəkdi,",1
palani.,1
istəsələr,1
"bəyliyinə,",1
Gətirər,1
kövrük,1
sindani.,1
rəhmətlik,1
nalı,1
saqqal,1
lazımədir,1
eləmir,1
Kuzmani?,1
kvartalnini,1
Əhli-dərdin,1
kərəmpişədi,1
Hamıdan,1
Manaf,1
gorbagor,1
uryanı.,1
İddəası,1
xanzadeyi-əslü,1
nəsəbəm,1
xani.,1
"Məmiş,",1
Bəyliyin,1
şəhadətnamə,1
xalisə,1
Zəngani.,1
Haci,1
"Kazımdır,",1
çuban,1
Tanımaz,1
düzmü,1
qoyunun,1
çubani?,1
"validəsi,",1
Əhli-Qələbazar,1
bişirərdi,1
nani.,1
Türab,1
Qurutdi,1
"Məmməd,",1
"bəydü,",1
ani?,1
dəvadə,1
kəsdi?,1
alinə,1
qalxani?,1
"eləyin,",1
